product_sk,source_product_id,product_name,category,sub_category,price,cost_price,supplier_id,warehouse_location,is_active,launch_date
527,20526,Innovative multimedia support,Books,Fiction,226.28,249.51,34,WH-B-80,0,2024-09-07
528,20527,Down-sized contextually-based strategy,Electronics,Kitchen,150.65,58.7,42,WH-B-99,1,2018-01-05
529,20528,Open-source tertiary concept,Home,Educational,392.64,200.05,15,WH-B-74,1,2016-11-07
530,20529,Distributed analyzing middleware,Home,Fiction,191.16,60.22,11,WH-A-54,1,2025-01-06
531,20530,Operative demand-driven artificial intelligence,Clothing,Kitchen,262.7,184.82,31,WH-A-84,0,2024-05-24
532,20531,Enterprise-wide human-resource Local Area Network,Books,Apparel,316.65,81.67,28,WH-B-23,0,2017-05-30
533,20532,Devolved user-facing parallelism,Electronics,Fiction,392.7,121.85,29,WH-B-87,1,2017-12-04
534,20533,Ameliorated user-facing service-desk,Electronics,Apparel,118.84,128.77,29,WH-C-34,1,2022-11-25
535,20534,Proactive clear-thinking architecture,Electronics,Fiction,378.7,211.59,49,WH-B-54,1,2019-08-14
536,20535,Digitized reciprocal forecast,Clothing,Educational,281.19,203.24,28,WH-A-48,1,2023-09-09
537,20536,Focused composite utilization,Books,Fiction,289.91,234.9,16,WH-B-61,0,2024-12-20
538,20537,Switchable didactic superstructure,Books,Apparel,173.92,175.89,41,WH-C-50,1,2020-11-30
539,20538,Operative maximized monitoring,Electronics,Apparel,450.72,60.83,42,WH-B-35,0,2018-01-25
540,20539,Intuitive 24hour knowledgebase,Electronics,Educational,246.69,112.81,47,WH-A-52,0,2021-06-19
541,20540,Re-engineered maximized superstructure,Clothing,Educational,211.05,215.12,25,WH-C-83,1,2022-10-29
542,20541,Extended solution-oriented solution,Books,Fiction,221.14,58.42,1,WH-B-87,0,2023-08-23
543,20542,Cross-group disintermediate matrices,Books,Educational,110.13,171.54,34,WH-C-66,0,2019-11-08
544,20543,User-centric multimedia structure,Home,Apparel,425.6,211.74,27,WH-B-74,0,2022-01-18
545,20544,Proactive impactful open system,Home,Fiction,217.07,176.54,47,WH-C-52,1,2019-10-12
546,20545,Organic mobile conglomeration,Clothing,Kitchen,421.08,191.82,11,WH-A-74,0,2023-03-15
547,20546,Monitored holistic standardization,Books,Fiction,96.88,210.06,9,WH-C-11,1,2021-02-03
548,20547,Multi-layered real-time paradigm,Electronics,Fiction,85.42,177.09,28,WH-A-99,0,2023-08-28
549,20548,Managed system-worthy analyzer,Books,Educational,412.96,80.45,24,WH-A-52,0,2016-05-01
550,20549,Ameliorated human-resource toolset,Electronics,Kitchen,479.24,79.11,21,WH-C-89,1,2021-09-10
551,20550,Mandatory client-server database,Toys,Mobile,497.0,151.71,3,WH-C-44,1,2016-09-22
552,20551,Advanced tangible interface,Home,Fiction,269.95,239.85,26,WH-A-72,0,2019-05-30
553,20552,Ameliorated empowering array,Clothing,Mobile,238.3,137.0,30,WH-B-65,1,2019-07-31
554,20553,Secured content-based encoding,Home,Kitchen,342.12,89.22,15,WH-C-75,1,2016-03-10
555,20554,Digitized directional open architecture,Books,Kitchen,451.61,165.24,48,WH-B-1,1,2018-03-14
556,20555,Synergized holistic throughput,Electronics,Fiction,488.89,106.01,47,WH-A-58,0,2016-09-11
557,20556,Visionary web-enabled encryption,Books,Mobile,232.59,103.52,45,WH-A-77,1,2022-08-06
558,20557,Vision-oriented static access,Home,Fiction,169.86,236.9,35,WH-A-59,1,2020-10-24
559,20558,Expanded mobile complexity,Books,Kitchen,324.38,119.4,44,WH-A-10,0,2019-03-17
560,20559,Digitized zero administration strategy,Books,Educational,430.7,47.02,23,WH-B-51,0,2018-06-11
561,20560,Focused 5thgeneration customer loyalty,Electronics,Kitchen,316.2,116.79,22,WH-A-54,0,2022-07-13
562,20561,Synchronized directional Internet solution,Home,Fiction,196.93,164.49,14,WH-B-43,0,2020-04-20
563,20562,Ergonomic foreground installation,Clothing,Mobile,370.53,77.33,24,WH-C-19,1,2020-02-20
564,20563,Upgradable upward-trending application,Books,Mobile,296.93,235.0,1,WH-A-59,1,2022-10-08
565,20564,Horizontal coherent access,Books,Educational,208.48,205.01,28,WH-A-32,0,2016-08-17
566,20565,Upgradable asymmetric forecast,Home,Kitchen,193.96,37.57,17,WH-C-40,1,2021-06-08
567,20566,Centralized clear-thinking methodology,Home,Fiction,379.41,176.48,7,WH-B-48,0,2018-01-18
568,20567,Implemented non-volatile encryption,Toys,Apparel,421.8,225.22,33,WH-A-16,1,2018-04-28
569,20568,Progressive demand-driven firmware,Clothing,Fiction,191.02,235.07,35,WH-B-20,0,2024-10-10
570,20569,Devolved bottom-line strategy,Toys,Educational,405.33,153.06,15,WH-C-53,1,2022-05-13
571,20570,Self-enabling bottom-line capability,Books,Educational,484.22,214.55,33,WH-A-18,1,2018-10-14
572,20571,Upgradable human-resource matrix,Clothing,Kitchen,481.01,143.1,39,WH-A-50,1,2016-05-09
573,20572,Re-engineered context-sensitive collaboration,Clothing,Kitchen,447.34,97.35,12,WH-C-85,0,2020-04-01
574,20573,Programmable exuding capacity,Clothing,Apparel,378.23,185.03,1,WH-B-72,0,2021-09-22
575,20574,Team-oriented responsive attitude,Home,Educational,16.06,34.75,10,WH-C-23,0,2016-12-03
576,20575,Organic fault-tolerant forecast,Home,Kitchen,305.53,187.78,34,WH-C-11,0,2017-05-08
577,20576,Distributed optimal paradigm,Electronics,Mobile,151.9,17.17,24,WH-C-60,1,2018-06-21
578,20577,Enterprise-wide global synergy,Clothing,Mobile,436.65,184.12,25,WH-A-28,1,2016-10-15
579,20578,Digitized cohesive neural-net,Home,Kitchen,451.56,211.69,48,WH-A-5,1,2023-08-12
580,20579,Phased logistical data-warehouse,Toys,Apparel,88.29,197.55,50,WH-C-18,0,2019-02-13
581,20580,Realigned demand-driven system engine,Electronics,Fiction,99.5,87.52,19,WH-A-73,0,2023-07-13
582,20581,Optional contextually-based protocol,Books,Apparel,283.76,157.01,36,WH-C-100,1,2023-12-28
583,20582,Robust reciprocal policy,Books,Kitchen,440.88,25.87,47,WH-B-32,1,2024-06-26
584,20583,Mandatory mission-critical toolset,Toys,Mobile,468.86,110.5,38,WH-B-20,0,2023-02-08
585,20584,De-engineered clear-thinking adapter,Home,Kitchen,399.75,80.3,8,WH-A-91,0,2021-02-27
586,20585,Optional multi-state collaboration,Toys,Fiction,164.72,104.15,2,WH-A-64,0,2020-11-12
587,20586,Synchronized composite database,Toys,Apparel,40.43,107.67,25,WH-C-98,1,2023-09-27
588,20587,Fundamental foreground analyzer,Books,Fiction,302.83,22.39,7,WH-C-62,1,2019-12-09
589,20588,Reactive transitional data-warehouse,Clothing,Apparel,427.37,81.07,22,WH-B-37,1,2021-07-08
590,20589,Enhanced bifurcated functionalities,Electronics,Educational,377.4,135.96,50,WH-A-100,1,2017-02-24
591,20590,Devolved fresh-thinking emulation,Toys,Apparel,47.35,190.48,33,WH-B-81,0,2018-11-07
592,20591,Pre-emptive radical archive,Toys,Kitchen,480.9,45.78,12,WH-C-45,1,2019-02-10
593,20592,Horizontal multimedia architecture,Electronics,Fiction,408.83,141.79,48,WH-C-1,1,2024-03-16
594,20593,Reduced tertiary orchestration,Toys,Apparel,142.91,201.19,28,WH-C-47,0,2021-05-05
595,20594,Inverse needs-based approach,Toys,Educational,11.32,74.84,11,WH-A-2,1,2019-04-30
596,20595,Synergistic multimedia definition,Electronics,Kitchen,306.06,198.17,38,WH-A-23,0,2019-08-22
597,20596,Organic foreground initiative,Books,Educational,202.89,44.28,42,WH-C-94,1,2016-11-12
598,20597,Ergonomic coherent strategy,Home,Mobile,333.44,135.87,5,WH-A-51,0,2020-05-07
599,20598,User-friendly web-enabled pricing structure,Toys,Apparel,349.1,178.78,35,WH-A-93,0,2019-01-06
600,20599,Fundamental discrete data-warehouse,Clothing,Fiction,492.87,78.5,33,WH-A-65,0,2018-06-18
